City,Date,CO,NH3,NO2,AQI,AQI_Bucket
Amaravati,2018-10-29,1.16,15.37,36.77,118.0,Moderate
Amaravati,2018-10-30,1.26,14.82,36.24,118.0,Moderate
Amaravati,2018-10-31,0.88,12.35,19.63,98.0,Satisfactory
Amaravati,2018-11-03,0.89,1.62,30.66,75.0,Satisfactory
Amaravati,2018-11-04,0.55,2.72,26.48,45.0,Good
Amaravati,2018-11-05,0.73,3.41,39.44,61.0,Satisfactory
Amaravati,2018-11-06,0.89,2.15,39.56,86.0,Satisfactory
Amaravati,2018-11-07,1.04,0.3,45.23,70.0,Satisfactory
Amaravati,2018-11-09,1.07,2.03,57.93,105.0,Moderate
Amaravati,2018-11-10,0.82,2.73,62.91,106.0,Moderate
Amaravati,2018-11-11,1.22,3.53,65.0,120.0,Moderate
Amaravati,2018-11-12,1.21,3.19,80.74,156.0,Moderate
Amaravati,2018-11-13,1.15,4.88,75.54,182.0,Moderate
Amaravati,2018-11-14,1.48,3.45,89.44,144.0,Moderate
Amaravati,2018-11-17,0.87,8.82,43.42,64.0,Satisfactory
Amaravati,2018-11-18,0.84,10.76,35.92,56.0,Satisfactory
Amaravati,2018-11-19,1.03,9.87,38.81,80.0,Satisfactory
Amaravati,2018-11-20,1.07,10.18,38.27,88.0,Satisfactory
Amaravati,2018-11-21,0.89,7.09,47.93,102.0,Moderate
Amaravati,2018-11-26,1.28,3.61,97.16,189.0,Moderate
Amaravati,2018-11-27,1.81,3.81,105.22,190.0,Moderate
Amaravati,2018-11-28,1.51,2.95,89.01,215.0,Poor
Amaravati,2018-12-01,1.16,4.66,90.28,145.0,Moderate
Amaravati,2018-12-02,1.17,1.79,68.12,160.0,Moderate
Amaravati,2018-12-03,1.09,3.38,69.78,130.0,Moderate
Amaravati,2018-12-04,1.11,1.52,86.95,176.0,Moderate
Amaravati,2018-12-05,1.6,10.9,76.89,245.0,Poor
Amaravati,2018-12-07,0.76,6.31,92.4,209.0,Poor
Amaravati,2018-12-08,1.37,8.66,92.9,256.0,Poor
Amaravati,2018-12-09,1.47,10.99,76.7,266.0,Poor
Amaravati,2018-12-10,1.14,13.91,72.27,276.0,Poor
Amaravati,2018-12-11,1.23,17.31,72.19,218.0,Poor
Amaravati,2018-12-12,0.97,16.59,77.58,206.0,Poor
Amaravati,2018-12-14,1.07,16.85,74.89,180.0,Moderate
Amaravati,2018-12-15,1.1,18.28,57.77,217.0,Poor
Amaravati,2018-12-16,0.96,20.78,50.62,211.0,Poor
Amaravati,2018-12-17,0.7,21.15,30.38,90.0,Satisfactory
Amaravati,2018-12-18,0.45,22.45,28.6,49.0,Good
Amaravati,2018-12-19,0.67,23.12,39.69,46.0,Good
Amaravati,2018-12-21,0.94,19.24,63.12,81.0,Satisfactory
Amaravati,2018-12-22,1.17,17.93,55.65,89.0,Satisfactory
Amaravati,2018-12-23,1.0,20.01,46.47,136.0,Moderate
Amaravati,2018-12-24,1.34,19.51,67.51,199.0,Moderate
Amaravati,2018-12-25,1.16,19.49,77.45,221.0,Poor
Amaravati,2018-12-26,1.08,18.65,69.63,178.0,Moderate
Amaravati,2018-12-28,0.92,21.66,69.17,119.0,Moderate
Amaravati,2018-12-29,1.01,21.34,67.17,153.0,Moderate
Amaravati,2018-12-30,1.34,15.29,76.4,202.0,Poor
Amaravati,2018-12-31,1.1,15.82,74.24,191.0,Moderate
Amaravati,2019-01-01,1.09,15.16,83.38,183.0,Moderate
Amaravati,2019-01-02,1.38,10.65,124.57,210.0,Poor
Amaravati,2019-01-03,1.24,8.7,140.17,304.0,Very Poor
Amaravati,2019-01-04,1.43,9.27,106.1,312.0,Very Poor
Amaravati,2019-01-05,1.33,11.1,92.41,304.0,Very Poor
Amaravati,2019-01-06,1.45,13.66,94.51,306.0,Very Poor
Amaravati,2019-01-07,1.5,13.63,103.31,302.0,Very Poor
Amaravati,2019-01-08,1.25,11.21,121.38,298.0,Poor
Amaravati,2019-01-09,0.86,10.39,121.94,274.0,Poor
Amaravati,2019-01-10,0.78,7.38,113.39,270.0,Poor
Amaravati,2019-01-11,0.96,8.62,100.16,302.0,Very Poor
Amaravati,2019-01-12,0.5,15.19,71.61,257.0,Poor
Amaravati,2019-01-13,0.64,17.36,57.32,212.0,Poor
Amaravati,2019-01-14,0.44,17.38,58.43,256.0,Poor
Amaravati,2019-01-15,1.02,17.46,60.37,301.0,Very Poor
Amaravati,2019-01-16,0.7,17.97,50.62,274.0,Poor
Amaravati,2019-01-17,0.82,16.97,58.6,262.0,Poor
Amaravati,2019-01-18,0.8,18.79,63.17,287.0,Poor
Amaravati,2019-01-19,0.72,22.53,61.22,262.0,Poor
Amaravati,2019-01-20,0.91,17.22,71.77,242.0,Poor
Amaravati,2019-01-21,0.55,18.38,64.26,204.0,Poor
Amaravati,2019-01-22,0.85,20.43,60.14,230.0,Poor
Amaravati,2019-01-23,0.55,21.17,49.18,171.0,Moderate
Amaravati,2019-01-24,0.87,20.36,43.14,113.0,Moderate
Amaravati,2019-01-25,0.72,21.38,38.2,96.0,Satisfactory
Amaravati,2019-01-26,0.38,22.92,22.75,56.0,Satisfactory
Amaravati,2019-01-27,0.44,22.29,27.55,48.0,Good
Amaravati,2019-01-28,1.28,17.58,55.79,91.0,Satisfactory
Amaravati,2019-01-29,0.98,17.76,56.1,96.0,Satisfactory
Amaravati,2019-01-30,1.02,17.61,65.34,111.0,Moderate
Amaravati,2019-01-31,1.39,12.16,71.78,143.0,Moderate
Amaravati,2019-02-01,1.06,15.31,68.18,141.0,Moderate
Amaravati,2019-02-02,1.15,14.32,85.01,130.0,Moderate
Amaravati,2019-02-03,1.27,13.58,69.13,149.0,Moderate
Amaravati,2019-02-04,1.11,15.38,61.14,150.0,Moderate
Amaravati,2019-02-05,1.58,14.61,83.44,159.0,Moderate
Amaravati,2019-02-06,1.03,10.83,74.7,178.0,Moderate
Amaravati,2019-02-07,0.74,10.97,25.85,159.0,Moderate
Amaravati,2019-02-08,0.76,17.41,16.37,126.0,Moderate
Amaravati,2019-02-09,0.86,16.81,23.26,115.0,Moderate
Amaravati,2019-02-10,0.52,13.91,16.86,136.0,Moderate
Amaravati,2019-02-11,0.66,16.46,17.12,131.0,Moderate
Amaravati,2019-02-12,0.66,13.97,26.18,137.0,Moderate
Amaravati,2019-02-13,0.74,14.9,28.42,121.0,Moderate
Amaravati,2019-02-14,0.84,16.42,35.52,157.0,Moderate
Amaravati,2019-02-15,0.7,16.94,22.82,116.0,Moderate
Amaravati,2019-02-16,0.55,14.52,15.97,87.0,Satisfactory
Amaravati,2019-02-17,0.54,12.92,13.31,58.0,Satisfactory
Amaravati,2019-02-18,0.59,10.31,17.35,74.0,Satisfactory
Amaravati,2019-02-19,0.72,11.98,17.16,90.0,Satisfactory
Amaravati,2019-02-20,0.58,9.84,15.26,61.0,Satisfactory
Amaravati,2019-02-21,0.72,9.69,21.18,96.0,Satisfactory
Amaravati,2019-02-22,0.64,10.43,25.18,96.0,Satisfactory
Amaravati,2019-02-23,0.8,9.94,28.73,126.0,Moderate
Amaravati,2019-02-24,0.53,13.1,24.64,131.0,Moderate
Amaravati,2019-02-25,0.51,14.69,18.86,95.0,Satisfactory
Amaravati,2019-02-26,0.46,11.9,12.56,62.0,Satisfactory
Amaravati,2019-02-27,0.4,9.17,8.15,64.0,Satisfactory
Amaravati,2019-02-28,0.56,9.1,13.32,60.0,Satisfactory
Amaravati,2019-03-01,0.52,11.97,9.07,101.0,Moderate
Amaravati,2019-03-02,0.44,10.79,8.11,63.0,Satisfactory
Amaravati,2019-03-03,0.43,11.3,12.0,57.0,Satisfactory
Amaravati,2019-03-04,0.41,11.85,10.62,54.0,Satisfactory
Amaravati,2019-03-05,0.5,12.13,13.02,61.0,Satisfactory
Amaravati,2019-03-06,0.69,12.82,16.7,120.0,Moderate
Amaravati,2019-03-07,0.57,13.14,13.22,105.0,Moderate
Amaravati,2019-03-08,0.62,11.34,8.68,92.0,Satisfactory
Amaravati,2019-03-09,0.69,11.03,9.92,86.0,Satisfactory
Amaravati,2019-03-10,0.35,9.45,8.02,56.0,Satisfactory
Amaravati,2019-03-11,0.53,8.86,8.45,78.0,Satisfactory
Amaravati,2019-03-12,0.41,9.74,15.67,74.0,Satisfactory
Amaravati,2019-03-13,0.4,11.1,17.4,97.0,Satisfactory
Amaravati,2019-03-14,0.45,9.4,24.88,107.0,Moderate
Amaravati,2019-03-15,0.64,9.87,19.29,130.0,Moderate
Amaravati,2019-03-16,0.46,10.37,14.19,110.0,Moderate
Amaravati,2019-03-17,0.58,11.63,14.86,98.0,Satisfactory
Amaravati,2019-03-18,0.56,7.71,13.59,101.0,Moderate
Amaravati,2019-03-19,0.68,6.44,9.6,85.0,Satisfactory
Amaravati,2019-03-20,0.7,7.63,7.75,85.0,Satisfactory
Amaravati,2019-03-21,0.5,7.09,6.24,60.0,Satisfactory
Amaravati,2019-03-22,0.53,5.6,12.03,56.0,Satisfactory
Amaravati,2019-03-23,0.53,5.75,14.63,67.0,Satisfactory
Amaravati,2019-03-24,0.47,6.06,8.02,79.0,Satisfactory
Amaravati,2019-03-25,0.5,5.53,10.15,45.0,Good
Amaravati,2019-03-26,0.49,5.76,9.93,53.0,Satisfactory
Amaravati,2019-03-27,0.54,7.15,10.84,69.0,Satisfactory
Amaravati,2019-03-28,0.54,6.62,12.49,65.0,Satisfactory
Amaravati,2019-03-29,0.45,6.81,9.81,78.0,Satisfactory
Amaravati,2019-03-30,0.56,8.36,9.49,83.0,Satisfactory
Amaravati,2019-03-31,0.58,7.66,9.26,64.0,Satisfactory
Amaravati,2019-04-01,0.69,7.56,7.48,102.0,Moderate
Amaravati,2019-04-02,0.71,6.27,8.62,92.0,Satisfactory
Amaravati,2019-04-03,0.48,6.03,5.59,58.0,Satisfactory
Amaravati,2019-04-04,0.64,5.55,7.21,76.0,Satisfactory
Amaravati,2019-04-05,0.67,5.8,6.06,78.0,Satisfactory
Amaravati,2019-04-06,0.62,6.21,5.25,91.0,Satisfactory
Amaravati,2019-04-07,0.76,4.36,7.03,124.0,Moderate
Amaravati,2019-04-08,0.57,4.21,4.2,75.0,Satisfactory
Amaravati,2019-04-09,0.63,4.22,4.48,73.0,Satisfactory
Amaravati,2019-04-10,0.61,4.47,3.14,101.0,Moderate
Amaravati,2019-04-11,0.4,3.7,2.04,64.0,Satisfactory
Amaravati,2019-04-12,0.58,3.95,5.32,80.0,Satisfactory
Amaravati,2019-04-13,0.39,3.98,9.61,85.0,Satisfactory
Amaravati,2019-04-14,0.36,3.86,6.04,80.0,Satisfactory
Amaravati,2019-04-15,0.64,3.49,11.38,84.0,Satisfactory
Amaravati,2019-04-16,0.65,4.81,20.61,79.0,Satisfactory
Amaravati,2019-04-17,0.54,7.6,17.13,91.0,Satisfactory
Amaravati,2019-04-18,0.51,6.54,13.78,79.0,Satisfactory
Amaravati,2019-04-19,0.59,7.05,13.27,82.0,Satisfactory
Amaravati,2019-04-20,0.35,4.58,12.29,45.0,Good
Amaravati,2019-04-21,0.32,3.34,12.59,41.0,Good
Amaravati,2019-04-22,0.48,4.32,19.85,78.0,Satisfactory
Amaravati,2019-04-23,0.58,3.97,29.05,124.0,Moderate
Amaravati,2019-04-24,0.48,4.04,18.08,73.0,Satisfactory
Amaravati,2019-04-25,0.48,6.85,18.74,71.0,Satisfactory
Amaravati,2019-04-26,0.51,8.01,18.31,79.0,Satisfactory
Amaravati,2019-04-27,0.66,5.65,16.88,78.0,Satisfactory
Amaravati,2019-04-28,0.42,4.67,15.11,57.0,Satisfactory
Amaravati,2019-04-29,0.31,4.07,15.46,46.0,Good
Amaravati,2019-04-30,0.4,4.84,19.23,58.0,Satisfactory
Amaravati,2019-05-01,0.64,3.53,23.54,83.0,Satisfactory
Amaravati,2019-05-02,0.98,3.52,27.29,109.0,Moderate
Amaravati,2019-05-03,0.78,5.61,35.92,148.0,Moderate
Amaravati,2019-05-04,0.53,7.12,22.32,158.0,Moderate
Amaravati,2019-05-05,0.52,6.0,23.24,146.0,Moderate
Amaravati,2019-05-06,0.64,7.92,20.22,133.0,Moderate
Amaravati,2019-05-07,0.44,7.81,18.58,122.0,Moderate
Amaravati,2019-05-08,0.77,4.26,26.89,126.0,Moderate
Amaravati,2019-05-09,0.7,5.75,24.31,131.0,Moderate
Amaravati,2019-05-10,0.63,7.06,19.79,124.0,Moderate
Amaravati,2019-05-11,0.59,6.98,19.29,106.0,Moderate
Amaravati,2019-05-15,0.7,6.69,19.98,109.0,Moderate
Amaravati,2019-05-16,0.53,4.91,20.32,92.0,Satisfactory
Amaravati,2019-05-17,0.67,5.96,21.71,88.0,Satisfactory
Amaravati,2019-05-18,0.47,4.32,17.33,95.0,Satisfactory
Amaravati,2019-05-19,0.53,4.17,18.93,93.0,Satisfactory
Amaravati,2019-05-20,0.61,4.01,19.42,104.0,Moderate
Amaravati,2019-05-21,0.49,3.36,20.68,80.0,Satisfactory
Amaravati,2019-05-23,0.72,3.25,16.96,99.0,Satisfactory
Amaravati,2019-05-24,0.63,3.8,17.83,99.0,Satisfactory
Amaravati,2019-05-25,0.89,4.07,17.31,108.0,Moderate
Amaravati,2019-05-26,0.51,3.35,16.93,99.0,Satisfactory
Amaravati,2019-05-27,0.47,4.51,18.0,106.0,Moderate
Amaravati,2019-05-28,0.52,4.47,18.03,85.0,Satisfactory
Amaravati,2019-05-29,0.48,4.22,16.29,83.0,Satisfactory
Amaravati,2019-05-30,0.57,3.85,26.44,83.0,Satisfactory
Amaravati,2019-05-31,0.51,4.06,17.39,74.0,Satisfactory
Amaravati,2019-06-01,0.77,4.84,22.98,103.0,Moderate
Amaravati,2019-06-02,0.5,4.59,18.25,101.0,Moderate
Amaravati,2019-06-03,0.45,4.0,20.17,80.0,Satisfactory
Amaravati,2019-06-04,0.95,3.61,27.54,107.0,Moderate
Amaravati,2019-06-05,0.46,4.56,19.93,91.0,Satisfactory
Amaravati,2019-06-06,0.53,12.18,26.79,78.0,Satisfactory
Amaravati,2019-06-07,0.52,5.86,24.2,65.0,Satisfactory
Amaravati,2019-06-08,0.58,7.52,26.2,71.0,Satisfactory
Amaravati,2019-06-09,0.52,5.5,20.95,90.0,Satisfactory
Amaravati,2019-06-10,0.5,5.06,25.07,78.0,Satisfactory
Amaravati,2019-06-11,0.37,4.78,24.16,61.0,Satisfactory
Amaravati,2019-06-12,0.34,4.69,29.99,50.0,Good
Amaravati,2019-06-13,0.49,3.35,33.11,42.0,Good
Amaravati,2019-06-14,0.36,2.09,24.02,38.0,Good
Amaravati,2019-06-15,0.38,3.49,18.88,54.0,Satisfactory
Amaravati,2019-06-16,0.31,2.01,18.26,75.0,Satisfactory
Amaravati,2019-06-17,0.49,4.94,28.19,72.0,Satisfactory
Amaravati,2019-06-18,0.46,2.85,36.52,59.0,Satisfactory
Amaravati,2019-06-19,0.44,4.57,27.95,77.0,Satisfactory
Amaravati,2019-06-20,0.45,4.45,25.45,59.0,Satisfactory
Amaravati,2019-06-21,0.57,4.79,29.14,42.0,Good
Amaravati,2019-06-22,0.5,5.54,25.75,46.0,Good
Amaravati,2019-06-23,0.46,4.77,24.16,48.0,Good
Amaravati,2019-06-24,0.43,5.4,20.53,53.0,Satisfactory
Amaravati,2019-06-25,0.76,4.41,30.66,78.0,Satisfactory
Amaravati,2019-06-26,0.73,4.23,36.24,74.0,Satisfactory
Amaravati,2019-06-27,0.53,3.09,26.62,70.0,Satisfactory
Amaravati,2019-06-28,0.36,3.36,22.0,42.0,Good
Amaravati,2019-06-29,0.32,2.82,20.71,40.0,Good
Amaravati,2019-06-30,0.35,2.1,22.16,46.0,Good
Amaravati,2019-07-01,0.42,2.9,29.37,39.0,Good
Amaravati,2019-07-02,0.59,2.4,29.88,66.0,Satisfactory
Amaravati,2019-07-03,0.61,2.68,30.62,68.0,Satisfactory
Amaravati,2019-07-04,0.57,2.7,30.36,68.0,Satisfactory
Amaravati,2019-07-05,0.62,2.46,25.22,70.0,Satisfactory
Amaravati,2019-07-06,0.58,3.43,18.0,72.0,Satisfactory
Amaravati,2019-07-07,0.39,1.28,18.2,43.0,Good
Amaravati,2019-07-08,0.33,1.91,22.88,35.0,Good
Amaravati,2019-07-09,0.28,1.62,23.47,37.0,Good
Amaravati,2019-07-10,0.51,2.13,25.64,75.0,Satisfactory
Amaravati,2019-07-11,0.34,2.44,26.2,40.0,Good
Amaravati,2019-07-12,0.56,2.06,22.68,70.0,Satisfactory
Amaravati,2019-07-13,0.42,3.6,4.58,48.0,Good
Amaravati,2019-07-14,0.4,2.84,3.7,41.0,Good
Amaravati,2019-07-15,0.36,2.99,9.95,48.0,Good
Amaravati,2019-07-16,0.47,2.72,17.05,39.0,Good
Amaravati,2019-07-17,0.45,5.9,19.35,55.0,Satisfactory
Amaravati,2019-07-18,0.43,5.05,16.01,53.0,Satisfactory
Amaravati,2019-07-19,0.54,6.07,13.16,46.0,Good
Amaravati,2019-07-20,0.44,5.5,5.65,47.0,Good
Amaravati,2019-07-21,0.49,4.81,4.64,45.0,Good
Amaravati,2019-07-22,0.5,4.25,9.64,39.0,Good
Amaravati,2019-07-23,0.42,3.87,12.71,35.0,Good
Amaravati,2019-07-26,0.38,3.4,10.04,35.0,Good
Amaravati,2019-07-27,0.55,3.12,3.94,65.0,Satisfactory
Amaravati,2019-07-28,0.33,2.17,2.08,36.0,Good
Amaravati,2019-07-29,0.56,2.47,11.39,68.0,Satisfactory
Amaravati,2019-07-30,0.31,1.87,10.03,28.0,Good
Amaravati,2019-07-31,0.38,2.59,4.4,29.0,Good
Amaravati,2019-08-01,0.39,2.43,4.43,34.0,Good
Amaravati,2019-08-02,0.46,2.44,1.52,68.0,Satisfactory
Amaravati,2019-08-03,0.32,4.4,3.35,24.0,Good
Amaravati,2019-08-04,0.34,6.13,4.02,27.0,Good
Amaravati,2019-08-05,0.34,6.38,6.1,31.0,Good
Amaravati,2019-08-06,0.34,6.28,6.48,32.0,Good
Amaravati,2019-08-07,0.46,6.23,6.38,66.0,Satisfactory
Amaravati,2019-08-08,0.27,6.31,7.66,27.0,Good
Amaravati,2019-08-09,0.41,6.98,10.11,32.0,Good
Amaravati,2019-08-10,0.5,7.17,7.57,70.0,Satisfactory
Amaravati,2019-08-11,0.6,6.66,6.74,76.0,Satisfactory
Amaravati,2019-08-12,0.32,6.45,7.45,49.0,Good
Amaravati,2019-08-15,0.58,14.56,9.16,51.0,Satisfactory
Amaravati,2019-08-16,0.4,12.08,9.34,49.0,Good
Amaravati,2019-08-17,0.42,13.57,9.58,40.0,Good
Amaravati,2019-08-28,0.62,14.64,12.43,92.0,Satisfactory
Amaravati,2019-08-29,0.47,15.31,13.97,47.0,Good
Amaravati,2019-08-30,0.45,24.24,14.19,37.0,Good
Amaravati,2019-10-08,0.55,17.46,12.18,50.0,Good
Amaravati,2019-10-09,0.89,17.92,11.48,78.0,Satisfactory
Amaravati,2019-10-10,0.7,11.94,14.29,45.0,Good
Amaravati,2019-10-11,0.46,12.69,11.78,43.0,Good
Amaravati,2019-10-12,0.65,10.75,7.41,72.0,Satisfactory
Amaravati,2019-10-13,0.45,9.64,7.96,46.0,Good
Amaravati,2019-10-14,0.65,8.4,11.9,74.0,Satisfactory
Amaravati,2019-10-15,0.72,12.43,12.02,55.0,Satisfactory
Amaravati,2019-10-16,0.64,12.31,13.18,72.0,Satisfactory
Amaravati,2019-10-17,0.52,10.32,13.02,51.0,Satisfactory
Amaravati,2019-10-18,0.58,9.41,11.3,43.0,Good
Amaravati,2019-10-19,0.47,10.25,10.61,41.0,Good
Amaravati,2019-10-20,0.53,8.66,7.85,52.0,Satisfactory
Amaravati,2019-10-21,0.72,8.36,12.56,72.0,Satisfactory
Amaravati,2019-10-22,0.59,7.32,16.43,44.0,Good
Amaravati,2019-10-23,0.72,8.03,13.51,71.0,Satisfactory
Amaravati,2019-10-24,0.5,7.79,11.84,40.0,Good
Amaravati,2019-10-25,0.46,7.21,10.7,39.0,Good
Amaravati,2019-10-26,0.72,7.35,11.1,69.0,Satisfactory
Amaravati,2019-10-27,0.76,8.32,9.97,49.0,Good
Amaravati,2019-10-28,0.55,7.89,9.76,67.0,Satisfactory
Amaravati,2019-10-29,0.65,8.33,13.01,48.0,Good
Amaravati,2019-10-30,0.62,8.18,13.63,48.0,Good
Amaravati,2019-10-31,0.64,6.44,13.82,45.0,Good
Amaravati,2019-11-01,0.58,6.68,13.44,64.0,Satisfactory
Amaravati,2019-11-02,0.6,7.12,11.45,49.0,Good
Amaravati,2019-11-03,0.67,9.29,15.53,74.0,Satisfactory
Amaravati,2019-11-04,0.68,10.74,20.7,94.0,Satisfactory
Amaravati,2019-11-05,0.82,11.21,26.0,122.0,Moderate
Amaravati,2019-11-06,0.89,13.0,22.79,190.0,Moderate
Amaravati,2019-11-07,1.04,13.37,24.78,198.0,Moderate
Amaravati,2019-11-08,0.93,13.9,20.13,174.0,Moderate
Amaravati,2019-11-09,0.75,13.92,14.09,168.0,Moderate
Amaravati,2019-11-10,0.64,11.48,12.24,126.0,Moderate
Amaravati,2019-11-11,0.67,10.87,16.23,77.0,Satisfactory
Amaravati,2019-11-12,0.91,10.74,20.42,94.0,Satisfactory
Amaravati,2019-11-13,0.64,10.82,14.75,73.0,Satisfactory
Amaravati,2019-11-14,0.93,10.46,16.68,101.0,Moderate
Amaravati,2019-11-15,0.8,10.84,13.27,100.0,Satisfactory
Amaravati,2019-11-16,1.04,11.54,15.42,115.0,Moderate
Amaravati,2019-11-17,0.83,11.38,18.14,127.0,Moderate
Amaravati,2019-11-18,0.81,10.74,14.32,90.0,Satisfactory
Amaravati,2019-11-19,1.0,12.77,14.9,98.0,Satisfactory
Amaravati,2019-11-20,0.79,13.44,12.84,162.0,Moderate
Amaravati,2019-11-21,0.98,11.1,13.46,141.0,Moderate
Amaravati,2019-11-22,0.65,9.58,15.54,94.0,Satisfactory
Amaravati,2019-11-23,0.71,11.13,15.36,97.0,Satisfactory
Amaravati,2019-11-24,0.83,11.83,16.19,136.0,Moderate
Amaravati,2019-11-25,0.81,13.62,15.78,167.0,Moderate
Amaravati,2019-11-26,1.15,13.29,16.51,174.0,Moderate
Amaravati,2019-11-27,0.92,11.88,21.1,151.0,Moderate
Amaravati,2019-11-28,0.78,10.05,14.13,121.0,Moderate
Amaravati,2019-11-29,0.67,9.11,14.42,78.0,Satisfactory
Amaravati,2019-11-30,0.81,11.27,12.3,79.0,Satisfactory
Amaravati,2019-12-01,0.95,15.72,16.03,94.0,Satisfactory
Amaravati,2019-12-02,0.7,14.4,13.9,98.0,Satisfactory
Amaravati,2019-12-03,0.72,17.28,14.49,100.0,Satisfactory
Amaravati,2019-12-04,0.83,20.71,14.81,156.0,Moderate
Amaravati,2019-12-05,0.78,18.82,22.64,160.0,Moderate
Amaravati,2019-12-06,1.0,16.04,23.89,185.0,Moderate
Amaravati,2019-12-07,0.95,12.59,19.42,174.0,Moderate
Amaravati,2019-12-08,0.56,11.52,12.29,79.0,Satisfactory
Amaravati,2019-12-09,0.52,10.42,15.4,61.0,Satisfactory
Amaravati,2019-12-10,0.77,14.14,24.73,83.0,Satisfactory
Amaravati,2019-12-11,0.68,13.61,22.53,86.0,Satisfactory
Amaravati,2019-12-12,0.62,13.46,18.7,72.0,Satisfactory
Amaravati,2019-12-13,0.62,16.42,16.11,66.0,Satisfactory
Amaravati,2019-12-14,0.55,14.38,13.1,64.0,Satisfactory
Amaravati,2019-12-15,0.65,13.85,17.58,73.0,Satisfactory
Amaravati,2019-12-16,0.62,14.81,17.93,76.0,Satisfactory
Amaravati,2019-12-17,0.84,19.74,25.62,96.0,Satisfactory
Amaravati,2019-12-18,0.75,19.94,17.15,137.0,Moderate
Amaravati,2019-12-19,0.76,23.06,17.41,138.0,Moderate
Amaravati,2019-12-20,0.9,20.43,19.92,188.0,Moderate
Amaravati,2019-12-21,0.84,19.48,15.67,166.0,Moderate
Amaravati,2019-12-22,0.71,18.4,13.46,162.0,Moderate
Amaravati,2019-12-23,0.69,17.61,13.46,147.0,Moderate
Amaravati,2019-12-24,0.82,16.52,14.77,138.0,Moderate
Amaravati,2019-12-25,0.95,14.6,13.16,194.0,Moderate
Amaravati,2019-12-26,0.59,13.24,14.79,114.0,Moderate
Amaravati,2019-12-27,0.63,13.75,17.65,77.0,Satisfactory
Amaravati,2019-12-28,0.78,15.74,15.8,79.0,Satisfactory
Amaravati,2019-12-29,0.75,16.66,12.5,133.0,Moderate
Amaravati,2019-12-30,0.92,14.39,12.73,131.0,Moderate
Amaravati,2019-12-31,0.64,14.44,12.64,87.0,Satisfactory
Amaravati,2020-01-01,0.77,14.99,12.12,96.0,Satisfactory
Amaravati,2020-01-02,0.73,14.75,12.17,82.0,Satisfactory
Amaravati,2020-01-03,0.69,14.43,13.53,76.0,Satisfactory
Amaravati,2020-01-04,0.64,14.34,18.79,47.0,Good
Amaravati,2020-01-05,0.63,20.69,12.98,55.0,Satisfactory
Amaravati,2020-01-06,0.65,21.22,11.64,66.0,Satisfactory
Amaravati,2020-01-07,0.68,20.46,12.04,109.0,Moderate
Amaravati,2020-01-08,0.64,16.98,11.47,103.0,Moderate
Amaravati,2020-01-09,0.53,15.63,13.23,78.0,Satisfactory
Amaravati,2020-01-10,0.67,17.07,21.49,70.0,Satisfactory
Amaravati,2020-01-11,0.76,18.55,16.47,110.0,Moderate
Amaravati,2020-01-12,0.8,18.62,16.82,147.0,Moderate
Amaravati,2020-01-13,0.95,20.95,20.64,177.0,Moderate
Amaravati,2020-01-14,0.85,19.57,14.0,168.0,Moderate
Amaravati,2020-01-15,0.76,19.03,11.06,163.0,Moderate
Amaravati,2020-01-16,0.64,21.41,10.33,108.0,Moderate
Amaravati,2020-01-17,0.66,15.1,11.52,82.0,Satisfactory
Amaravati,2020-01-18,0.6,12.88,8.68,60.0,Satisfactory
Amaravati,2020-01-19,0.69,13.99,10.43,58.0,Satisfactory
Amaravati,2020-01-20,0.63,14.42,16.9,62.0,Satisfactory
Amaravati,2020-01-21,0.63,16.82,15.62,63.0,Satisfactory
Amaravati,2020-01-22,0.65,17.54,14.76,63.0,Satisfactory
Amaravati,2020-01-23,0.75,18.24,17.94,87.0,Satisfactory
Amaravati,2020-01-24,0.73,18.05,15.34,101.0,Moderate
Amaravati,2020-01-25,0.64,18.53,11.66,98.0,Satisfactory
Amaravati,2020-01-26,0.61,16.55,15.39,77.0,Satisfactory
Amaravati,2020-01-27,0.57,17.89,16.51,74.0,Satisfactory
Amaravati,2020-01-28,0.52,16.7,14.78,65.0,Satisfactory
Amaravati,2020-01-29,0.52,17.48,9.21,59.0,Satisfactory
Amaravati,2020-01-30,0.55,15.9,13.11,59.0,Satisfactory
Amaravati,2020-01-31,0.49,15.51,15.53,66.0,Satisfactory
Amaravati,2020-02-01,0.45,13.05,12.12,52.0,Satisfactory
Amaravati,2020-02-02,0.47,13.25,10.35,47.0,Good
Amaravati,2020-02-03,0.54,14.49,12.27,48.0,Good
Amaravati,2020-02-04,0.52,14.24,14.18,54.0,Satisfactory
Amaravati,2020-02-05,0.52,15.08,11.44,54.0,Satisfactory
Amaravati,2020-02-06,0.52,14.0,14.78,47.0,Good
Amaravati,2020-02-07,0.44,14.69,9.88,44.0,Good
Amaravati,2020-02-08,0.38,15.98,10.81,45.0,Good
Amaravati,2020-02-09,0.62,15.89,16.17,51.0,Satisfactory
Amaravati,2020-02-10,0.53,18.78,14.25,65.0,Satisfactory
Amaravati,2020-02-11,0.6,18.61,13.84,70.0,Satisfactory
Amaravati,2020-02-12,0.67,19.76,17.03,86.0,Satisfactory
Amaravati,2020-02-13,0.64,20.39,25.9,110.0,Moderate
Amaravati,2020-02-14,0.52,18.22,16.21,87.0,Satisfactory
Amaravati,2020-02-15,0.78,21.25,23.25,103.0,Moderate
